LGA_NAME,geometry
golden plains,"POLYGON ((144.10089639700652 -38.11085442682696, 144.10602596218035 -38.10046830509601, 143.97932981545793 -38.13026990609563, 143.90847512062194 -38.104486799390926, 143.90083738848028 -38.138519772109724, 143.80966368369585 -38.127791510226196, 143.82847533500222 -38.09219788020661, 143.81855308398463 -38.08012177350103, 143.82957126092887 -38.02232181484942, 143.62892143417014 -38.02339154115706, 143.65630869792642 -38.00765675078446, 143.6107865079023 -37.95821100961915, 143.47941680273746 -37.94083675229886, 143.47712334477634 -37.9243528210553, 143.44278100666273 -37.90565630680576, 143.4525040907615 -37.87728996523617, 143.4405705369973 -37.784667005927226, 143.46555097448052 -37.65426960967785, 143.48972739001033 -37.64679758013641, 143.49482680073666 -37.660867315540735, 143.53537676411904 -37.66655363710565, 143.53654419172034 -37.64829837306612, 143.6516794908311 -37.64703200227895, 143.66219499743255 -37.57239669048035, 143.70721845408033 -37.557865724230794, 143.75696403680607 -37.59446283460496, 143.83407222177414 -37.620974600668504, 143.83443147827472 -37.66501540196343, 143.89859131117737 -37.723768266421864, 143.9033103161208 -37.76549983698103, 143.8834667383046 -37.778076265789416, 143.93924044393668 -37.823628215640944, 144.0545918459055 -37.83227797712079, 144.06022102767193 -37.79577321125975, 144.21827872895727 -37.80699876559753, 144.21069061941682 -37.82496560621298, 144.23113330384686 -37.83463439260759, 144.23421545398153 -37.86664448100625, 144.24846682775046 -37.87376929898203, 144.2135266119889 -37.901353184868555, 144.2026950770476 -37.938256452388664, 144.23680164962386 -37.9425692996425, 144.25896428194775 -38.06492357784345, 144.28586835708282 -38.07570400367246, 144.26815607240562 -38.09281923361635, 144.26326716123535 -38.14077048958963, 144.18750618606794 -38.14592292867117, 144.15108460287686 -38.11351505210177, 144.10622371561607 -38.124817424257714, 144.10089639700652 -38.11085442682696))"
greater bendigo,"POLYGON ((144.0400279390628 -36.84837590404717, 144.0478896633478 -36.79221771019992, 144.07571694658577 -36.74306241268678, 144.05984679247464 -36.73073432058317, 144.06869918284215 -36.661995283719705, 144.12581522529902 -36.6620168234177, 144.14041574822525 -36.61835318308803, 144.18477194983134 -36.61834593697159, 144.16265682879504 -36.56556077219745, 144.17046332560682 -36.52441280644327, 144.19932802780778 -36.5244600723226, 144.20968546078453 -36.48750603876228, 144.34380199359114 -36.487104200540855, 144.34409991080298 -36.38520652690967, 144.3584912844222 -36.38525816685659, 144.36974013128938 -36.407848593741534, 144.41570838786262 -36.39631102169925, 144.430217451952 -36.41129305375368, 144.6681837651586 -36.40657941856992, 144.67426734221306 -36.425487099099165, 144.6587249752398 -36.44047010815259, 144.67155264941155 -36.45710460911936, 144.62062249634482 -36.48132242486234, 144.61014267344788 -36.51672686838779, 144.62588866774925 -36.527341791508654, 144.60843961247522 -36.52895660535205, 144.61054117935888 -36.555917255664596, 144.58722525302554 -36.55788620411961, 144.5984100594631 -36.57450875497252, 144.58972552881986 -36.594821804522034, 144.52544468285325 -36.65978842065232, 144.53476714840113 -36.68805298145221, 144.51803966835868 -36.72543442557714, 144.66711172246852 -36.72538946053236, 144.66615637777397 -36.762597911704695, 144.79479810851853 -36.75071009929329, 144.78486910006916 -36.7804755698113, 144.79856204732712 -36.832610373068064, 144.85356921511067 -36.88023718409678, 144.8042725385931 -36.925875151045545, 144.7965789547238 -36.96552621377604, 144.71827036294943 -36.97470193655051, 144.688224332939 -36.994555335655384, 144.6884505931872 -37.01096104177418, 144.5453579851143 -37.01314233721566, 144.5404857650424 -37.060388084189, 144.49266223816102 -37.050452690946855, 144.50625142056862 -36.97586339537907, 144.4560061359008 -36.938366247809306, 144.42982949969817 -36.944340936114735, 144.40826332552723 -36.922928414554455, 144.39590968428826 -36.95534614394363, 144.2405202919897 -36.95056303370974, 144.22832417890362 -36.92237989073539, 144.02590534249558 -36.897883389448616, 144.0400279390628 -36.84837590404717))"
dandenong,"POLYGON ((145.23000754505676 -37.988180368879796, 145.2274590441111 -38.00072026678034, 145.2519991195026 -38.00363867750368, 145.23946220646874 -38.077649855089135, 145.14998072430816 -38.06708840182212, 145.1335180217978 -38.0253706974273, 145.14601485627378 -37.9831429900298, 145.1296636735167 -37.96146381776638, 145.14344599117473 -37.924593005490195, 145.21956387818963 -37.94022532685807, 145.23405084885252 -37.956595018965295, 145.23000754505676 -37.988180368879796))"
greater geelong,"POLYGON ((144.70838435763875 -38.1328824420998, 144.72008944621496 -38.17327436913586, 144.7024306107864 -38.24303394637412, 144.6784859305676 -38.23794511173268, 144.66523478320758 -38.26296398799559, 144.6414947706302 -38.270163498446664, 144.62605098071148 -38.25764980333513, 144.60074978393953 -38.28782424882596, 144.52567193499607 -38.27142132971583, 144.49972602651985 -38.290776829108005, 144.43001067588688 -38.28129714742618, 144.37779722380165 -38.303328359110445, 144.40059524666913 -38.28535261550588, 144.40608621969304 -38.25716425869667, 144.24133211492128 -38.237770457746535, 144.26815607240562 -38.09281923361635, 144.28649190662262 -38.07904289373382, 144.25896428194775 -38.06492357784345, 144.23680164962386 -37.9425692996425, 144.2026950770476 -37.938256452388664, 144.2135266119889 -37.901353184868555, 144.24846682775046 -37.87376929898203, 144.2112784646156 -37.822060643233435, 144.26375316154807 -37.81164859359959, 144.3235936446264 -37.845087654731586, 144.35338003939418 -37.84543379669333, 144.361683749574 -37.81078733002646, 144.39912487658754 -37.81521967352341, 144.40636387582734 -37.80092077191325, 144.42976993980056 -37.85751745981011, 144.4801394407024 -37.88888330934147, 144.4740243788247 -37.93566832522399, 144.4958198969216 -37.97427373090876, 144.54752719212956 -37.97180490333451, 144.59288786048936 -38.00647597357555, 144.52231672793928 -38.052733932153075, 144.50827413626095 -38.09168567845802, 144.46281329475096 -38.07762382335301, 144.43859750802557 -38.096341663863285, 144.40062146986145 -38.07599337722706, 144.41016778425447 -38.07531157385364, 144.4135921292123 -38.06056168098949, 144.3614074627249 -38.1047613188163, 144.3620415565116 -38.143602843095955, 144.41644331264183 -38.155635628760685, 144.42061731728137 -38.13323185289952, 144.4257134972326 -38.125220533187566, 144.46958354442233 -38.163591513328946, 144.53600623120198 -38.158959589716154, 144.63300847160457 -38.10774672288296, 144.70838435763875 -38.1328824420998))"
greater shepparton,"POLYGON ((145.0319177816198 -36.4410025294616, 145.03206443186863 -36.343076522842615, 145.1502371194739 -36.343071294974344, 145.1503131676539 -36.28433437160129, 145.13199452665205 -36.28434244533708, 145.13793916437274 -36.15403240890612, 145.1728567174896 -36.16540376139132, 145.18255288385322 -36.1849445991882, 145.19435982667804 -36.15883144383649, 145.22899772903176 -36.15887921523716, 145.22302542278325 -36.17045722489781, 145.23765854701816 -36.16459458587507, 145.26025664966662 -36.199310766668994, 145.63152964420578 -36.19914838675331, 145.6316162883811 -36.29901484640567, 145.79857958411176 -36.29911632032153, 145.77543997905155 -36.44374057559735, 145.7244276565095 -36.424672600826426, 145.73187604014709 -36.49902331283741, 145.63157733564833 -36.49904205969263, 145.63165614662157 -36.56335127311157, 145.3535896733179 -36.556090665470904, 145.31891857600863 -36.61238890441063, 145.30908798360522 -36.61268184372695, 145.30469928824726 -36.61347261642609, 145.3025226115553 -36.64192780645648, 145.21238607685922 -36.647969898230016, 145.20387105883955 -36.66139269872566, 145.22311224997026 -36.68641482721945, 145.18561976123297 -36.686112603619634, 145.17983654858944 -36.70115385531543, 145.1685422922253 -36.675284853369085, 145.13171900332753 -36.67543892982674, 145.1317514696804 -36.58732514126582, 145.15001189167089 -36.5871870945254, 145.15483142780036 -36.55961712568183, 145.149767001068 -36.49897547194345, 145.03197507951697 -36.49896690083718, 145.0319177816198 -36.4410025294616))"
hepburn,"POLYGON ((144.31980273453203 -37.273621730932746, 144.31257892354952 -37.29517058059312, 144.39574243557482 -37.331567406295264, 144.3927705933326 -37.35813580626515, 144.41903726859064 -37.36049431801465, 144.41579289543643 -37.39624402802345, 144.38197292153907 -37.39331405577248, 144.37928413728838 -37.438775395878714, 144.3469246425256 -37.43221815370627, 144.34611795132412 -37.41617211555316, 144.31767816061708 -37.402503539598236, 144.29117805962196 -37.436868795073245, 144.19450320597062 -37.41020259958686, 144.10736919104934 -37.42875109803878, 144.07856429454924 -37.46268138238437, 144.04252920764063 -37.46380646506249, 144.03857096005513 -37.48612082394564, 143.84962093657717 -37.46685729270505, 143.85772436658155 -37.43296349501145, 143.8433653422357 -37.43115415808465, 143.86880260816935 -37.348237643191595, 143.64815018870195 -37.321520911040906, 143.66577017010647 -37.23607554861826, 143.7139209924427 -37.230268261619905, 143.72704007184248 -37.213650132345585, 143.75903510443425 -37.233232244493315, 143.8583525572485 -37.23530372082087, 143.87529793924037 -37.18633196159642, 143.94482055648587 -37.19527808610152, 143.95857336163513 -37.22023923714002, 143.99698165855048 -37.23541634970361, 144.0000581310213 -37.25531138002589, 144.0390543728319 -37.27040354263346, 144.06245323068697 -37.25205880402994, 144.07427949922567 -37.14758264414082, 144.19045556656295 -37.16626156379885, 144.18533578348902 -37.195213484646736, 144.276363017589 -37.20884367767774, 144.29217984854648 -37.16342560742963, 144.38023114439972 -37.17484385429056, 144.36312450182862 -37.17951460719261, 144.37612858227752 -37.20222840419187, 144.3439924552823 -37.226212582226054, 144.31980273453203 -37.273621730932746))"
hindmarsh,"POLYGON ((142.02976282389147 -36.51592967662841, 142.00390562379593 -36.56743861449941, 141.47396460604838 -36.53109229614053, 141.48425346585293 -36.39145253582348, 141.49718118528074 -36.37215086639997, 141.3790719160675 -36.35971183997856, 141.4002773533005 -36.227766120287036, 141.4115438913347 -36.22886804089747, 141.40375515447428 -36.20627626033847, 141.22661376545085 -36.18767032079995, 141.2544294961585 -35.99681518107154, 141.37939864487905 -36.00481371776838, 141.374018720712 -35.94365652709517, 141.335414030174 -35.90511689479275, 141.33291311215703 -35.7485160126688, 141.49971045589086 -35.748532567606794, 141.49946566815638 -35.498498205001994, 141.99748747565647 -35.49842231837065, 141.99214863870458 -35.710677089429105, 142.01016243201718 -35.75520858072221, 141.99718338465223 -35.86752633070985, 142.23903978499789 -35.86831044438301, 142.23897970383982 -35.997857575203454, 142.16844138543755 -35.99786982119158, 142.16819944270375 -36.49248652429864, 142.01809858772728 -36.49412535583684, 142.02976282389147 -36.51592967662841))"
hobsons bay,"POLYGON ((144.88545088524032 -37.868344553452964, 144.86816719926716 -37.85892885621944, 144.8215350300023 -37.87173646713384, 144.79733932321454 -37.89959906166745, 144.75171852956143 -37.88665074650437, 144.76895146837091 -37.85117776444868, 144.85983855358725 -37.81382857737433, 144.8577578447931 -37.82453625629932, 144.90548278267985 -37.822866123535064, 144.90554572454255 -37.851734618718126, 144.89528472465472 -37.8487119520007, 144.91887143786212 -37.86429981970397, 144.88545088524032 -37.868344553452964))"
horsham,"POLYGON ((141.90024892233404 -37.13485792322961, 141.83765573144487 -37.1539695498706, 141.833266527646 -37.17194168373799, 141.77618158004515 -37.17697660661336, 141.76520798433953 -37.14904323583651, 141.7808323020545 -37.028019095952374, 141.7706216238922 -37.02699079538291, 141.7923144241908 -36.98021670629094, 141.77946011649973 -36.96725630550141, 141.65766930931088 -36.95564067874218, 141.6687963235135 -36.8836889689058, 141.70658678705897 -36.88383243097673, 141.70064474440852 -36.809181470188435, 141.71779008218616 -36.8010304510785, 141.74083923090382 -36.65215695141973, 141.81613034753576 -36.65978906561901, 141.8376813128853 -36.554281596153565, 142.00390562379593 -36.56743861449941, 142.03060703362036 -36.51743041668525, 142.01821342771294 -36.494068355842934, 142.16819944270375 -36.49248652429864, 142.16578454831074 -36.43266781378611, 142.40481284687866 -36.44947138757328, 142.37030413522066 -36.64643536681927, 142.40033042545144 -36.69940891888218, 142.46247902177856 -36.73504412270079, 142.48282363321425 -36.79220638423855, 142.52036738272605 -36.83810267670833, 142.56748898161504 -36.872628609672375, 142.55940521663945 -36.942722259636824, 142.49780434418736 -36.9420091580427, 142.49811714642328 -36.91663484490298, 142.5111035393264 -36.91540186965075, 142.4933531319432 -36.897664503507904, 142.4802022381778 -36.897665413743866, 142.480376183428 -36.91676901487291, 142.45582317260994 -36.91669984644789, 142.44167816431397 -36.86881580433019, 142.37731069423054 -36.86896670861227, 142.38234931229508 -36.881052867978, 142.35275815197144 -36.88499781229803, 142.3526855859359 -36.89674720336696, 142.37410364287408 -36.890256898559954, 142.35818547534654 -36.92647864186839, 142.37511296241428 -36.927049016846965, 142.37872254795138 -36.94771039918347, 142.35825589816608 -36.973123608162254, 142.3946635294885 -36.97836404529347, 142.35151602967366 -36.98030268181891, 142.35812730579056 -36.99992420832121, 142.3400007396554 -36.99130035722485, 142.34690289647043 -37.01374606776104, 142.33504288702304 -37.01903829511192, 142.4049577023274 -37.01629634212335, 142.41094135466275 -37.03457310158245, 142.39592416677348 -37.02850911067747, 142.39104490501347 -37.04625708150592, 142.40692500621356 -37.058322866497655, 142.34038692488537 -37.06625371571177, 142.3082059285151 -37.09845761506289, 142.28842805977274 -37.08873218486894, 142.2711711880663 -37.10738356099638, 142.2351347402654 -37.10716037293592, 142.23505224941005 -37.128170530061084, 142.20626188498107 -37.08728284416715, 142.1875446659295 -37.11277611225965, 142.1144942075291 -37.11204075511205, 142.07968459367677 -37.223583793833335, 141.99977097738952 -37.224316499342024, 141.91294892629048 -37.20220163335163, 141.93471840366863 -37.16630384534486, 141.92355184950668 -37.12130412444458, 141.9094143125996 -37.11366524360944, 141.90024892233404 -37.13485792322961))"
hume,"POLYGON ((144.9586910273893 -37.629404525963174, 144.97628022212885 -37.64999811729382, 144.97260041835395 -37.690744627295686, 144.8273416098056 -37.7062391305018, 144.80968127675752 -37.69789244425342, 144.8204857193381 -37.68437892890136, 144.80468560166747 -37.66947718773866, 144.77657162174535 -37.67678927688253, 144.74348577921862 -37.66038212554692, 144.63248756422416 -37.52982292327407, 144.63808216246133 -37.49951935546, 144.7096847860172 -37.48194466815851, 144.76689760373966 -37.505014092159456, 144.9772112876858 -37.51371571650759, 144.95313902718726 -37.5474396550729, 144.96556847365534 -37.56037720600286, 144.946480961886 -37.6072455449912, 144.9586910273893 -37.629404525963174))"
indigo,"POLYGON ((147.1795214252353 -36.31165663930862, 147.1973569790246 -36.33977589087172, 147.1663165017397 -36.359378968598925, 147.1689637972685 -36.39357838902617, 147.14399541457524 -36.45068328746912, 147.12576460762685 -36.44997238605802, 147.12081038138462 -36.42497756551358, 147.04615519325276 -36.42732821978494, 147.04571003714472 -36.39482966953949, 147.01757157197036 -36.392681557366515, 146.93476880360885 -36.40829730113336, 146.88147599691973 -36.45430031736966, 146.85265505298463 -36.44258009510141, 146.72577709175226 -36.45921914559884, 146.724998536565 -36.41869304527726, 146.68786003228462 -36.42159620249553, 146.61185571760421 -36.396136316616534, 146.60425939056222 -36.38114324594947, 146.63327024498344 -36.30143815760896, 146.55797196408642 -36.32880919214293, 146.5715572304673 -36.253602682670525, 146.51253890082648 -36.246669198214754, 146.53444875900112 -36.231496929751756, 146.52519691235554 -36.21518403895459, 146.54019563355916 -36.183249999866874, 146.28418945959024 -36.142245690603595, 146.29476762400614 -36.087533391026604, 146.20279301085097 -36.069585304146386, 146.19854544432945 -36.04447059367104, 146.17990442656327 -36.05141631235018, 146.17546691874875 -36.03817894193881, 146.23040306037356 -36.033880195940014, 146.25710733850408 -36.012058987760575, 146.2729273043388 -36.02657253901967, 146.27479224562097 -36.01238961906435, 146.28273335451263 -36.010869219639304, 146.293341600772 -36.02907677053996, 146.2834755709402 -36.04179648989597, 146.32933125340614 -36.04311176328716, 146.33856579380117 -36.02630670385963, 146.36888123618624 -36.05068725626098, 146.38780634486866 -36.03528191756194, 146.38064383852893 -36.01294359688532, 146.4256536768267 -35.963698589901036, 146.44241370271627 -35.97633184122873, 146.46125679097946 -35.96488862255491, 146.4665116379969 -35.98388410307024, 146.49241902304578 -35.99089889504544, 146.50149103535048 -35.95756465550341, 146.54944285378133 -35.99185876930785, 146.56288426035678 -35.96772182915495, 146.58441225912378 -35.983429921869245, 146.61160337605676 -35.972019123832496, 146.613979892925 -35.996241044169416, 146.6512045756354 -36.00779726704038, 146.65619141272003 -36.026361217536824, 146.68084239917675 -36.02271120936765, 146.68580450634943 -36.04049900985773, 146.7321804208079 -36.0238075032454, 146.7116186185776 -36.04595451383886, 146.70574796578902 -36.087327500666824, 146.68825176684223 -36.09400373739199, 146.68639305186682 -36.0964061962677, 146.70556393765463 -36.08876104866231, 146.70658510725696 -36.12573266598093, 146.7748710350436 -36.12753739815082, 146.79046685121568 -36.165012694576326, 146.78481282208037 -36.20014545537745, 146.81136356370592 -36.21820041250704, 146.80367706396336 -36.23539429603643, 146.8223079264221 -36.25724905259175, 146.85618574084563 -36.25804406316968, 146.9193848788008 -36.22204819174681, 146.96084320846583 -36.244689982059874, 147.00125538376892 -36.22895722504944, 146.99698623764638 -36.21019955959999, 147.0327371484809 -36.205018575306575, 147.03682760318208 -36.18480356048836, 147.06764238775452 -36.18873252888073, 147.1795214252353 -36.31165663930862))"
kingston,"POLYGON ((145.10756563261168 -38.041015370733014, 145.0517018723395 -37.98681002455303, 145.03440704825195 -37.933014917032736, 145.14190417769396 -37.93139805442579, 145.1296636735167 -37.96146381776638, 145.14601485627378 -37.9831429900298, 145.1335180217978 -38.0253706974273, 145.15623999717326 -38.067439633257045, 145.1488787946925 -38.083438671846736, 145.12278647008313 -38.08508190205469, 145.10756563261168 -38.041015370733014))"
knox,"POLYGON ((145.30942942316906 -37.88957241579785, 145.32416513945705 -37.89992471289061, 145.29465585251097 -37.90061380183599, 145.29336558469623 -37.96396284913842, 145.279624565911 -37.94758334207955, 145.22704353071822 -37.950777563442635, 145.19086870578425 -37.88047551349812, 145.21765474988592 -37.83737499508815, 145.2817869922621 -37.83282616051868, 145.34757809199328 -37.85854146226994, 145.30296425917646 -37.8635937691857, 145.30942942316906 -37.88957241579785))"
lake mountain,"POLYGON ((145.88229107050094 -37.524306090153246, 145.86928467603914 -37.530328990253714, 145.84842474689285 -37.51897053868044, 145.8522791254531 -37.52585623900109, 145.83687180740165 -37.53189440693056, 145.8479360772658 -37.51641803762924, 145.87344752193027 -37.52502478952034, 145.87289090158413 -37.49368319928326, 145.88219004619398 -37.4919497929426, 145.88229107050094 -37.524306090153246))"
latrobe,"POLYGON ((146.5969018342279 -38.31430732764856, 146.6022795708562 -38.3343940381763, 146.56523621588053 -38.429282425984226, 146.48891274210482 -38.439340964340644, 146.48258869920636 -38.4560314469717, 146.42473329245345 -38.47227462476387, 146.38071808019913 -38.49744746665043, 146.36831476307282 -38.53340801795172, 146.29055261449113 -38.52790576616704, 146.29178613958882 -38.500169976087804, 146.25492510060872 -38.49595129634428, 146.26265735921623 -38.47101087276069, 146.2355412282852 -38.46026040069817, 146.27219987447165 -38.446348319312385, 146.22330807384066 -38.44011245267463, 146.24085507598858 -38.37917045259029, 146.21045069140078 -38.37023294929969, 146.24361188924212 -38.35610532965108, 146.25051593153083 -38.32659411497736, 146.2286545416921 -38.32389022735209, 146.29138525215774 -38.22717669037571, 146.24685191530574 -38.23263463612741, 146.21604906728905 -38.21916792777873, 146.2233292728898 -38.17787073505828, 146.2482775311677 -38.17247945486011, 146.2559339722756 -38.14331256624315, 146.29036352814487 -38.11053486857774, 146.328596454386 -38.11980930845911, 146.36135356818963 -38.10707718480423, 146.39497378156105 -38.13882347649377, 146.42292438469934 -38.130349232516906, 146.43384060281969 -38.121773339275215, 146.42440642846637 -38.096544083417164, 146.47897166910997 -38.10378242352376, 146.47572370607426 -38.07529524310462, 146.52782864597708 -38.084012999047886, 146.53478154100586 -38.05695676539939, 146.56952584284076 -38.058071751006686, 146.58726464634452 -37.978088024837874, 146.62721794022596 -37.9714638377956, 146.63824426543096 -37.99552520877449, 146.65557153228195 -37.99677070008572, 146.6243512783882 -38.04922817906488, 146.66238244179374 -38.05751571597693, 146.65105605985153 -38.07335829622304, 146.61615849847036 -38.06869838457065, 146.5712209231068 -38.153401891726205, 146.71218492335012 -38.15514323533891, 146.5969018342279 -38.31430732764856))"
loddon,"POLYGON ((143.44085299887925 -36.6099744806291, 143.42148899712518 -36.557414969096435, 143.33432683590928 -36.51271794342972, 143.31519998247566 -36.476930432025966, 143.406633198046 -36.5001591698142, 143.41211157921188 -36.467730367947844, 143.4305951709646 -36.469535849104254, 143.44506384878053 -36.446149211853225, 143.43884512418947 -36.36844418197414, 143.47862723086243 -36.37615808249345, 143.482092419993 -36.295054917192985, 143.51409507771314 -36.2949652391847, 143.50811576155795 -36.26490171962061, 143.56827156468395 -36.222377316104144, 143.53163087254612 -36.20315957369273, 143.53663663048303 -36.17408834881943, 143.5135478183584 -36.173264312374336, 143.5115670564934 -36.10135257379119, 143.48171484639317 -36.10131942093301, 143.47583334723404 -35.975269844759914, 143.61789656161844 -35.96927744859191, 143.61772238591854 -35.93479881135943, 143.7281615991545 -35.9324978992978, 143.72839568866107 -35.905852024141105, 143.87399697400974 -35.9160608934507, 143.8617160541936 -35.934873072788825, 143.91847323471777 -35.93739673642934, 143.9225714225609 -35.95279625679073, 144.18500285048503 -35.94668353368627, 144.18729313396224 -35.9075561235827, 144.25968520028798 -35.92711765843108, 144.26005640806503 -35.94899405859664, 144.29140860946205 -35.98441427087713, 144.27994711846503 -36.01327039031266, 144.31771610879883 -36.04864030301618, 144.30411747976027 -36.06126201220549, 144.31884768337625 -36.10124134342919, 144.2894249954017 -36.12918076167969, 144.26679102958806 -36.224783290811985, 144.28173495685476 -36.32771006244965, 144.33183994860062 -36.32770499573602, 144.34380199359114 -36.487104200540855, 144.20968546078453 -36.48750603876228, 144.19932802780778 -36.5244600723226, 144.17046332560682 -36.52441280644327, 144.16265682879504 -36.56556077219745, 144.18477194983134 -36.61834593697159, 144.14041574822525 -36.61835318308803, 144.12581522529902 -36.6620168234177, 144.06869918284215 -36.661995283719705, 144.05984679247464 -36.73073432058317, 144.07571694658577 -36.74306241268678, 144.0478896633478 -36.79221771019992, 144.02590534249558 -36.897883389448616, 143.89180743672713 -36.88159733073917, 143.86647815905505 -36.90125047924552, 143.84593651458022 -36.8804115178046, 143.7568601518507 -36.86774286506552, 143.758857012948 -36.84293319203585, 143.67759144747086 -36.81394497171824, 143.6696343795941 -36.72368424564785, 143.4634749911597 -36.75547812295133, 143.46065529383344 -36.73254626263171, 143.50293657334183 -36.663705374827714, 143.48626730978114 -36.62565700354965, 143.45043904588462 -36.624536761315944, 143.44085299887925 -36.6099744806291))"
macedon ranges,"POLYGON ((144.89505175195023 -37.4936086507765, 144.86776311658613 -37.503399398981976, 144.87080633676126 -37.51556036926469, 144.76689760373966 -37.505014092159456, 144.71018555592758 -37.48197907819244, 144.66655212127543 -37.502280285386476, 144.64437413580887 -37.49545488385632, 144.63248756422416 -37.52982292327407, 144.6723857073373 -37.56778092418622, 144.45928942231728 -37.54638376183748, 144.4724253720484 -37.431544551992985, 144.42580364010243 -37.459889173082175, 144.37928413728838 -37.438775395878714, 144.38197292153907 -37.39331405577248, 144.41579289543643 -37.39624402802345, 144.41903726859064 -37.36049431801465, 144.3927705933326 -37.35813580626515, 144.39574243557482 -37.331567406295264, 144.31040578416753 -37.29277270043545, 144.3439924552823 -37.226212582226054, 144.37612858227752 -37.20222840419187, 144.36033859580888 -37.19403436310021, 144.38050970431098 -37.17524548431144, 144.36733626039285 -37.1573427523309, 144.52181262995828 -37.178436473688826, 144.5519654902534 -37.10707991324763, 144.71536852928313 -37.10032345414793, 144.73518839318035 -37.12647879464746, 144.7264335941754 -37.1596709372666, 144.7101732949293 -37.15971494317227, 144.71613038778617 -37.2085282988801, 144.70381745541462 -37.212945116079354, 144.81227030987617 -37.21395209840448, 144.82888996677107 -37.23547753866564, 144.82522823024547 -37.28401652472234, 144.8558095318717 -37.28556622280624, 144.84932114705992 -37.32239812959696, 144.91790832161627 -37.348100225422364, 144.8951216403511 -37.424392700348506, 144.89177246701928 -37.46088019034882, 144.90565171523184 -37.46469008531742, 144.89505175195023 -37.4936086507765))"
manningham,"POLYGON ((145.0939581647153 -37.77930195317534, 145.06752955625285 -37.779691618358676, 145.08245618075844 -37.751380040209874, 145.1128605080746 -37.755226693328595, 145.1226628639874 -37.74051839691333, 145.1814983329881 -37.729788745913375, 145.24207781982616 -37.736059369154496, 145.2354951146995 -37.72029867159906, 145.26793597796907 -37.703307015748784, 145.2837078715367 -37.718799248943405, 145.2924467378228 -37.70254119845104, 145.28957809166022 -37.762805884626296, 145.24057920092162 -37.76476447622892, 145.21352700442594 -37.81176680564277, 145.11029171010807 -37.795533547401824, 145.0939581647153 -37.77930195317534))"
mansfield,"POLYGON ((145.97009091222748 -37.2631391558519, 145.96732455298164 -37.26061355263554, 145.9682445063842 -37.25569079467102, 145.9641090672764 -37.253986787360724, 145.96343421708355 -37.247870862273146, 145.9738795413204 -37.23903145597383, 145.96491245773214 -37.23111495627412, 145.9009583246967 -37.19422651941722, 145.8613510115694 -37.19254309655174, 145.87749002973572 -37.18464080766417, 145.86954840233432 -37.173450477021085, 145.84744931555076 -37.17799088545906, 145.876753641601 -37.16917069751306, 145.85364409438012 -37.143505979686196, 145.88257509930003 -37.15423784083796, 145.8904581446901 -37.12118994819667, 145.81118978162948 -37.10691214240259, 145.75927868314017 -37.05511825735267, 145.70655003175736 -37.03928388748369, 145.69839909950292 -37.00884661370879, 145.68169283184943 -37.00393586048659, 145.68659028509865 -36.98524458471678, 145.65239105561594 -36.969094169178874, 145.65760850435936 -36.93634739034169, 145.72759287406953 -36.92355753525001, 145.79053946256252 -36.932421499811525, 145.86092785325636 -36.910409904728006, 145.86073840684148 -36.878563084511164, 145.8923979104798 -36.888252576854, 145.92484519086787 -36.92575030943525, 145.929066652533 -36.90460347960536, 145.9537782483919 -36.90476578139336, 145.9651597897985 -36.87531422202917, 146.0100612848088 -36.8531562251429, 146.05856003057986 -36.90774988901714, 146.06828467411353 -36.86207491943331, 146.1092392667891 -36.86657296244816, 146.12493244214363 -36.88453995370907, 146.15060642904893 -36.87412703551957, 146.15286659711015 -36.88790838577307, 146.2650451952404 -36.915901654186285, 146.30389209504904 -36.948397507257454, 146.33572393921622 -36.95297494963768, 146.64705098274908 -37.16314576419054, 146.435839188084 -37.6180273692762, 146.39405749486974 -37.60399375108488, 146.3755406421376 -37.62871846486737, 146.29879673265577 -37.59106375895527, 146.2508209246027 -37.61042539454123, 146.19066887763788 -37.5867304289725, 146.18741866104193 -37.53619607241633, 146.15410444158155 -37.528787859928705, 146.13484760041084 -37.48067106821686, 146.1436283464109 -37.467686101777296, 146.05433712615758 -37.366803464624894, 146.0696005682664 -37.34320064858733, 146.0169633065129 -37.2788788833516, 146.01654896003885 -37.23968540807343, 145.99997667403565 -37.22913310680348, 145.9714789570491 -37.24500344483771, 145.97009091222748 -37.2631391558519), (146.48076425156577 -37.15535681169321, 146.51445371652173 -37.150110964172626, 146.50863756933808 -37.134307923637856, 146.54109853584652 -37.11756553595596, 146.46605328050475 -37.099652850242684, 146.45876576017176 -37.11304698978552, 146.42560618717894 -37.100544987240134, 146.39586585115157 -37.10929883508819, 146.43963019264646 -37.11937242840232, 146.41391850379645 -37.14667397366577, 146.43202316667634 -37.16460897012476, 146.48076425156577 -37.15535681169321))"
maribyrnong,"POLYGON ((144.90969522806904 -37.794030269643315, 144.89493980107082 -37.826942052842405, 144.8577578447931 -37.82453625629932, 144.83916342500282 -37.79691015786598, 144.8512659608281 -37.76975479251899, 144.87283454681952 -37.772234610999625, 144.88265671688833 -37.75581150156564, 144.90969522806904 -37.794030269643315))"
maroondah,"POLYGON ((145.31756483409455 -37.82347510695533, 145.3179798767556 -37.843904240111186, 145.2133447193347 -37.840087535805914, 145.21721214409015 -37.790869891768644, 145.23597136792839 -37.790073215066116, 145.24057920092162 -37.76476447622892, 145.29644893040145 -37.763440634109145, 145.3042932906115 -37.8215249540172, 145.31756483409455 -37.82347510695533))"
