ACCIDENT_NO,SEVERITY,LGA_NAME,LATITUDE,LONGITUDE
T20180017526,severe,darebin,-37.768387,144.991217
T20180017748,severe,brimbank,-37.74605,144.815052
T20180017504,severe,knox,-37.842484,145.227347
T20180017507,severe,boroondara,-37.822194,145.058442
T20180017558,severe,kingston,-38.023835,145.100907
T20180017544,severe,whitehorse,-37.796591,145.118389
T20180017509,severe,kingston,-37.979908,145.142676
T20180017535,severe,casey,-38.024998,145.317382
T20180017569,severe,casey,-38.087068,145.27868
T20180017532,severe,maribyrnong,-37.820265,144.882132
T20180017548,severe,cardinia,-38.071947,145.485068
T20180017547,severe,knox,-37.872965,145.247952
T20180017580,severe,whitehorse,-37.841566,145.110432
T20180017566,severe,manningham,-37.777681,145.164007
T20180017552,severe,hume,-37.669344,144.851931
T20180017557,severe,manningham,-37.75917,145.134083
T20180017578,severe,stonnington,-37.85236,144.993281
T20180017792,severe,knox,-37.918751,145.234745
T20180017576,severe,darebin,-37.779111,144.997044
T20180017790,severe,yarra,-37.80826,144.982667
T20180017774,severe,stonnington,-37.841674,145.013836
T20180017554,severe,stonnington,-37.858671,145.058866
T20180017624,severe,maribyrnong,-37.799887,144.890967
T20180017893,severe,casey,-38.07244,145.24248
T20180017636,severe,moreland,-37.706277,144.916141
T20180017637,severe,port phillip,-37.859881,144.971529
T20180018517,severe,whitehorse,-37.836849,145.191923
T20180017646,severe,melbourne,-37.80247,144.957748
T20180017647,severe,kingston,-37.95178,145.077052
T20180017652,severe,port phillip,-37.857985,144.980394
T20180017966,fatal,monash,-37.918484,145.158705
T20180017602,severe,cardinia,-37.923629,145.526527
T20180017604,severe,maribyrnong,-37.80772,144.884448
T20180018036,severe,brimbank,-37.726465,144.855699
T20180017596,severe,casey,-38.132803,145.295213
T20180017614,severe,monash,-37.903133,145.157189
T20180017615,fatal,brimbank,-37.767152,144.80247
T20180017597,severe,boroondara,-37.814886,145.02175
T20180017664,severe,moonee valley,-37.736334,144.864474
T20180017669,severe,casey,-38.140429,145.379698
T20180017675,severe,whitehorse,-37.827988,145.115199
T20180017682,severe,hume,-37.611484,144.710476
T20180017685,severe,moreland,-37.767298,144.949012
T20180017690,severe,brimbank,-37.74228,144.81514
T20180017694,severe,kingston,-38.044182,145.139873
T20180017697,severe,yarra,-37.811846,145.013411
T20180017698,severe,casey,-38.028653,145.307349
T20180017718,severe,melbourne,-37.79226,144.96839
T20180017722,severe,moonee valley,-37.772565,144.923926
T20180017727,severe,maribyrnong,-37.797665,144.862383
T20180017812,severe,moreland,-37.776102,144.96039
T20180018610,severe,boroondara,-37.85054,145.069624
T20180017663,severe,casey,-38.054924,145.301267
T20180018419,severe,monash,-37.923883,145.201599
T20180017832,severe,moonee valley,-37.76506,144.925251
T20180017852,severe,stonnington,-37.887034,145.078203
T20180017804,severe,maribyrnong,-37.794463,144.900531
T20180017758,severe,brimbank,-37.73866,144.812317
T20180017815,severe,cardinia,-38.246117,145.537217
T20180018217,severe,kingston,-38.070677,145.137938
T20180017729,severe,moreland,-37.777314,144.962319
T20180017736,severe,monash,-37.924352,145.108077
T20180017752,severe,boroondara,-37.81598,145.036587
T20180018504,severe,maribyrnong,-37.814375,144.897177
T20180017765,severe,moreland,-37.708776,144.938003
T20180017771,severe,melbourne,-37.82247,144.97541
T20180017786,severe,brimbank,-37.73134,144.81652
T20180017787,severe,hume,-37.645891,144.968101
T20180017789,severe,kingston,-37.991391,145.107075
T20180017791,severe,darebin,-37.781032,144.99669
T20180017933,severe,hume,-37.65358,144.911397
T20180018779,severe,hume,-37.577773,144.732466
T20180017863,severe,maribyrnong,-37.801953,144.897785
T20180017855,severe,casey,-38.00832,145.310321
T20180017857,severe,kingston,-37.985829,145.06348
T20180017847,severe,brimbank,-37.741316,144.806882
T20180017862,severe,yarra,-37.792961,144.9779
T20180017838,severe,boroondara,-37.824096,145.035076
T20180018252,severe,melbourne,-37.823066,144.976092
T20180017858,severe,melbourne,-37.790509,144.920879
T20180017823,severe,kingston,-37.93065,145.13594
T20180017831,severe,manningham,-37.73636,145.222507
T20180017867,severe,brimbank,-37.729111,144.814858
T20180020219,severe,yarra,-37.805435,144.996709
T20180017906,severe,hume,-37.685693,144.923265
T20180017922,severe,melbourne,-37.827191,144.958631
T20180017963,severe,casey,-38.109994,145.253346
T20180017885,severe,monash,-37.902746,145.155461
T20180017878,severe,hume,-37.66098,144.92396
T20180017873,severe,whitehorse,-37.817434,145.14865
T20180017976,severe,casey,-38.001375,145.271559
T20180017974,severe,maribyrnong,-37.820763,144.886593
T20180018120,severe,casey,-38.00321,145.249226
T20180017945,severe,darebin,-37.737574,145.000009
T20180018041,fatal,knox,-37.851503,145.239887
T20180018149,fatal,knox,-37.851503,145.239887
T20180018023,severe,maribyrnong,-37.801256,144.877311
T20180018022,severe,melbourne,-37.824889,144.956832
T20180018021,severe,kingston,-37.927994,145.114464
T20180018018,severe,darebin,-37.712953,145.045996
T20180018387,severe,darebin,-37.772812,145.005158
T20180019105,severe,darebin,-37.73188,145.014438
T20180018133,severe,knox,-37.837565,145.287073
T20180018122,severe,monash,-37.86247,145.150263
T20180018218,severe,yarra,-37.79102,145.001131
T20180018112,severe,moreland,-37.77872,144.97485
T20180018107,severe,hume,-37.646671,144.94089
T20180018090,severe,hume,-37.585779,144.719625
T20180018087,severe,monash,-37.92409,145.20328
T20180018085,severe,melbourne,-37.811755,144.956446
T20180018072,severe,monash,-37.927917,145.148846
T20180018070,severe,casey,-38.050501,145.257436
T20180018479,severe,casey,-38.038938,145.331293
T20180018801,severe,stonnington,-37.87692,145.06994
T20180019533,severe,yarra,-37.783308,144.983847
T20180018059,severe,monash,-37.880858,145.09466
T20180018134,severe,boroondara,-37.848292,145.077237
T20180018147,severe,whitehorse,-37.816508,145.192323
T20180018148,severe,hume,-37.633024,144.74386
T20180018150,severe,moreland,-37.74445,144.966046
T20180018152,severe,darebin,-37.727698,145.005825
T20180018158,severe,kingston,-37.997422,145.083751
T20180018162,severe,melbourne,-37.808163,144.951686
T20180018167,severe,moreland,-37.726594,144.963649
T20180018171,severe,knox,-37.903432,145.266529
T20180018174,severe,boroondara,-37.794682,145.084887
T20180018176,severe,melbourne,-37.80975,144.969481
T20180018179,severe,moonee valley,-37.783567,144.935992
T20180018181,severe,melbourne,-37.790746,144.943615
T20180018185,severe,melbourne,-37.815936,144.981181
T20180018187,severe,stonnington,-37.83935,144.994425
T20180018188,severe,moreland,-37.724312,144.975055
T20180018189,severe,manningham,-37.7703,145.079176
T20180018190,severe,moonee valley,-37.72362,144.891716
T20180018195,severe,brimbank,-37.717743,144.799684
T20180018117,severe,brimbank,-37.741379,144.847798
T20180018201,severe,brimbank,-37.777861,144.833335
T20180018121,severe,yarra,-37.82526,144.991104
T20180018126,severe,boroondara,-37.848831,145.081993
T20180018129,severe,casey,-38.037285,145.280384
T20180018233,severe,stonnington,-37.831673,144.988879
T20180018805,severe,melbourne,-37.804227,144.9603
T20180018319,severe,stonnington,-37.852434,144.993499
T20180018163,severe,brimbank,-37.72829,144.8036
T20180019514,severe,melbourne,-37.793996,144.971107
T20180018393,severe,hume,-37.670131,144.849302
T20180018332,severe,maribyrnong,-37.798845,144.903601
T20180018105,severe,moonee valley,-37.788491,144.938253
T20180018106,severe,casey,-38.06743,145.282659
T20180018199,severe,moreland,-37.737758,144.966949
T20180018259,severe,knox,-37.927128,145.25049
T20180018242,severe,stonnington,-37.876463,145.046007
T20180018240,severe,knox,-37.857298,145.295486
T20180018267,severe,manningham,-37.790808,145.15224
T20180018235,severe,port phillip,-37.880521,144.977312
T20180018228,severe,melbourne,-37.80114,144.951468
T20180018226,severe,stonnington,-37.883912,145.078778
T20180018222,severe,moonee valley,-37.755012,144.917782
T20180018211,severe,kingston,-38.02776,145.102139
T20180018250,severe,casey,-38.092891,145.281306
T20190002920,severe,whitehorse,-37.849131,145.109065
T20180018246,severe,moonee valley,-37.773894,144.91581
T20180018325,severe,casey,-37.974838,145.25665
T20180018303,severe,boroondara,-37.843641,145.076109
T20180018311,severe,brimbank,-37.779109,144.828375
T20180018279,severe,stonnington,-37.844016,145.004022
T20180018309,severe,monash,-37.888886,145.16414
T20180018288,severe,brimbank,-37.780531,144.84224
T20180018293,severe,moonee valley,-37.74437,144.919652
T20180018340,severe,whitehorse,-37.830507,145.112527
T20180018339,severe,moonee valley,-37.767159,144.924843
T20180018337,severe,maribyrnong,-37.792024,144.86344
T20180018328,severe,boroondara,-37.822691,145.097874
T20180021216,severe,moreland,-37.778044,144.960234
T20180018335,severe,monash,-37.902317,145.150389
T20180018330,severe,darebin,-37.783399,145.017384
T20180018379,severe,hume,-37.655169,144.917955
T20180018368,severe,yarra,-37.78954,144.979959
T20180018388,severe,melbourne,-37.826243,144.965561
T20180018453,severe,casey,-38.044014,145.359919
T20180018386,severe,brimbank,-37.77751,144.83215
T20180018391,severe,moreland,-37.777672,144.965388
T20180018392,severe,hume,-37.688722,144.925106
T20180018401,severe,hume,-37.626059,144.921184
T20180018400,severe,brimbank,-37.743459,144.79305
T20180018372,severe,moonee valley,-37.73607,144.925671
T20180018396,severe,moonee valley,-37.733957,144.883167
T20180018397,severe,whitehorse,-37.80853,145.131303
T20180018424,severe,darebin,-37.741242,144.989573
T20180018425,severe,moonee valley,-37.73778,144.893513
T20180018429,severe,hume,-37.640345,144.882974
T20180018440,severe,brimbank,-37.781452,144.818288
T20180018445,severe,kingston,-38.019272,145.118608
T20180018446,severe,darebin,-37.765984,144.992106
T20180018454,severe,kingston,-37.954201,145.08575
T20180018455,severe,cardinia,-38.07473,145.433674
T20180018456,severe,yarra,-37.826461,145.02063
T20180018457,severe,darebin,-37.73595,144.999558
T20180018476,severe,knox,-37.880732,145.284517
T20180018477,fatal,boroondara,-37.807481,145.028883
T20180018480,severe,melbourne,-37.821847,144.95219
T20180018495,severe,maribyrnong,-37.769188,144.89394
T20190012681,severe,yarra,-37.810194,144.997009
T20180018512,severe,port phillip,-37.833385,144.967941
T20180018508,severe,whitehorse,-37.807776,145.11669
T20180018511,severe,knox,-37.93231,145.209349
T20180018513,severe,melbourne,-37.824438,144.98694
T20180018514,severe,darebin,-37.729807,144.99559
T20180018518,severe,melbourne,-37.821271,144.957945
T20180018522,severe,port phillip,-37.876254,144.992239
T20180018523,severe,whitehorse,-37.826247,145.099929
T20180018526,severe,boroondara,-37.82312,145.044919
T20180018527,severe,port phillip,-37.8542,144.979934
T20180018538,severe,cardinia,-38.077447,145.43412
T20180018545,severe,melbourne,-37.812736,144.956886
T20180018546,severe,melbourne,-37.833631,144.91043
T20180018556,severe,kingston,-37.944476,145.10178
T20180018557,severe,moreland,-37.769946,144.971981
T20180018562,severe,hume,-37.638204,144.909998
T20180018567,severe,melbourne,-37.823348,144.97911
T20180018569,severe,casey,-38.040281,145.342145
T20180018590,severe,yarra,-37.793121,144.979346
T20180018837,severe,stonnington,-37.84782,144.993978
T20180018568,severe,maribyrnong,-37.802157,144.88148
T20180018592,severe,hume,-37.578434,144.709809
T20180018593,severe,yarra,-37.798816,144.982941
T20180018595,severe,manningham,-37.787401,145.129322
T20180018596,severe,monash,-37.909383,145.12606
T20180018981,severe,brimbank,-37.806626,144.82652
T20180018617,severe,port phillip,-37.868366,144.99035
T20180018624,severe,yarra,-37.818118,144.99508
T20180018627,severe,melbourne,-37.815685,144.965885
T20180018633,severe,boroondara,-37.814546,145.035561
T20180018637,severe,hume,-37.584765,144.906587
T20180018654,severe,yarra,-37.799059,144.978342
T20180018661,severe,melbourne,-37.812126,144.955128
T20180018663,severe,darebin,-37.783203,144.996267
T20180018665,severe,melbourne,-37.819009,144.946682
T20180018667,severe,monash,-37.916148,145.140144
T20180018607,severe,hume,-37.58097,144.732055
T20180018678,severe,kingston,-38.036397,145.107235
T20180018608,severe,hume,-37.688109,144.882479
T20180018865,severe,brimbank,-37.67614,144.771082
T20180019276,severe,moonee valley,-37.733608,144.882251
T20190004767,severe,darebin,-37.75915,145.000507
T20180018687,severe,monash,-37.912472,145.11195
T20180018694,severe,yarra,-37.809866,144.993869
T20180018705,severe,casey,-38.03487,145.260982
T20180018677,severe,monash,-37.874387,145.166807
T20180018711,severe,yarra,-37.79972,144.99173
T20180018714,severe,casey,-38.029182,145.322087
T20180018718,severe,whitehorse,-37.850147,145.158322
T20180018722,severe,boroondara,-37.79205,145.029889
T20180018727,severe,melbourne,-37.795633,144.970825
T20180018728,severe,whitehorse,-37.852516,145.152012
T20180018731,severe,cardinia,-38.080441,145.523131
T20180018734,severe,port phillip,-37.859929,145.00701
T20180018738,severe,monash,-37.910171,145.13537
T20180018708,severe,casey,-38.025726,145.363261
T20180018675,severe,moonee valley,-37.755376,144.902201
T20180018747,severe,casey,-38.028469,145.268777
T20180018822,severe,casey,-38.059912,145.338224
T20180018682,severe,hume,-37.565214,144.903059
T20180018683,severe,yarra,-37.826488,145.021427
T20180018685,severe,cardinia,-38.076802,145.41785
T20180018673,severe,moonee valley,-37.770681,144.8686
T20180018774,severe,cardinia,-37.963878,145.466457
T20180018776,severe,melbourne,-37.833647,144.912923
T20180018778,severe,manningham,-37.782186,145.119381
T20180018782,severe,stonnington,-37.875986,145.089339
T20180018785,severe,hume,-37.591264,144.892779
T20180018786,severe,casey,-38.180194,145.314411
T20180018793,severe,darebin,-37.76495,144.991917
T20180018819,severe,knox,-37.852736,145.286121
T20180019521,severe,melbourne,-37.79226,144.96839
T20180018759,severe,monash,-37.867014,145.093869
T20180018763,severe,darebin,-37.702909,145.017419
T20180018764,severe,hume,-37.688019,144.883813
T20180018765,fatal,kingston,-37.960374,145.054032
T20180018934,severe,cardinia,-38.164125,145.520198
T20180018766,severe,monash,-37.869204,145.13785
T20190001812,severe,knox,-37.84394,145.217362
T20180018883,severe,cardinia,-37.971628,145.510673
T20180022637,severe,knox,-37.892749,145.314969
T20180018811,severe,boroondara,-37.82833,145.058638
T20180019128,severe,whitehorse,-37.851669,145.13021
T20180018797,severe,moreland,-37.777672,144.965388
T20180018802,severe,melbourne,-37.78952,144.92243
T20180018849,severe,melbourne,-37.816591,144.945648
T20180018853,severe,moreland,-37.70251,144.915269
T20180018854,severe,hume,-37.66879,144.924027
T20180018832,severe,casey,-38.115149,145.298918
T20180018863,severe,stonnington,-37.85656,145.013481
T20180018823,severe,moreland,-37.732637,144.95085
T20180018845,severe,whitehorse,-37.835625,145.197998
T20180019058,severe,stonnington,-37.8598,145.028766
T20180018864,severe,hume,-37.667228,144.955101
T20180018869,severe,monash,-37.892671,145.085629
T20180018885,severe,melbourne,-37.792253,144.963321
T20180018900,severe,moreland,-37.706277,144.916141
T20180018905,severe,hume,-37.570278,144.913794
T20180018912,severe,manningham,-37.79092,145.18021
T20180018877,severe,brimbank,-37.7472,144.810213
T20180018949,severe,knox,-37.871695,145.244029
T20180018994,severe,yarra,-37.785666,144.981811
T20180021917,severe,melbourne,-37.850219,144.980643
T20180019321,severe,port phillip,-37.829895,144.971321
T20180018930,severe,brimbank,-37.785119,144.770844
T20180018909,severe,moonee valley,-37.78381,144.922017
T20180018943,severe,casey,-38.038989,145.360928
T20180018944,severe,monash,-37.890504,145.144942
T20180018947,severe,kingston,-37.934057,145.042291
T20180018952,severe,monash,-37.899033,145.092335
T20180018956,severe,moreland,-37.700594,144.970659
T20180018965,severe,melbourne,-37.836218,144.975538
T20180018966,severe,yarra,-37.819028,145.00367
T20180020882,severe,melbourne,-37.81795,144.932879
T20180018976,severe,cardinia,-38.099276,145.566411
T20180018978,severe,brimbank,-37.727651,144.79315
T20180018986,severe,casey,-38.041589,145.344603
T20180019494,severe,melbourne,-37.818129,144.95742
T20180018921,severe,casey,-38.08793,145.32165
T20180018926,severe,manningham,-37.776816,145.086509
T20180019235,severe,boroondara,-37.814021,145.03107
T20180018929,severe,yarra,-37.833922,144.99676
T20180019009,severe,brimbank,-37.76893,144.76886
T20180018946,severe,hume,-37.58401,144.92133
T20180019034,severe,stonnington,-37.854623,145.052158
T20180019033,severe,melbourne,-37.809653,144.934889
T20180019145,severe,whitehorse,-37.849664,145.11298
T20180019028,severe,knox,-37.918039,145.28638
T20180019015,severe,melbourne,-37.806997,144.966071
T20180019014,severe,cardinia,-38.055837,145.386151
T20180019013,severe,manningham,-37.787401,145.129322
T20180019010,severe,monash,-37.917522,145.149303
T20180019525,severe,boroondara,-37.810603,145.081776
T20180019179,severe,whitehorse,-37.831844,145.148119
T20180019003,severe,boroondara,-37.837496,145.035253
T20180019002,severe,monash,-37.923364,145.197397
T20180018999,severe,manningham,-37.788185,145.106004
T20180019203,severe,melbourne,-37.810914,144.988029
T20180019078,severe,moreland,-37.777361,144.96272
T20180019069,severe,moreland,-37.770978,144.95653
T20180021157,severe,casey,-38.11331,145.282808
T20180019043,severe,knox,-37.861016,145.211198
T20180019040,severe,cardinia,-38.061778,145.455334
T20180019038,severe,yarra,-37.7956,144.981213
T20180019036,severe,monash,-37.91883,145.113299
T20180019363,severe,casey,-38.020771,145.308012
T20180019065,severe,moreland,-37.735802,144.981388
T20180019153,severe,casey,-38.02355,145.30763
T20180019057,severe,melbourne,-37.79856,144.974774
T20180019212,severe,melbourne,-37.816155,144.983151
T20180019050,severe,boroondara,-37.824232,145.082826
T20180019191,severe,melbourne,-37.80433,144.966309
T20180019785,severe,kingston,-37.986053,145.104649
T20180019097,severe,kingston,-37.95585,145.057471
T20180019096,severe,melbourne,-37.812494,144.943622
T20180020215,severe,kingston,-37.944347,145.097192
T20180019093,severe,knox,-37.928226,145.259567
T20180019091,severe,darebin,-37.718431,144.993428
T20180019516,severe,stonnington,-37.832004,145.00636
T20180019104,severe,manningham,-37.772044,145.097124
T20180019066,severe,maribyrnong,-37.806696,144.901935
T20180019110,severe,melbourne,-37.82175,144.955381
T20180019075,severe,yarra,-37.808115,144.976818
T20180019080,severe,moreland,-37.759506,144.951938
T20180021321,fatal,kingston,-37.955421,145.050478
T20180019163,severe,hume,-37.581052,144.911174
T20180019142,severe,hume,-37.584124,144.940396
T20180019143,severe,melbourne,-37.795216,144.97332
T20180019146,severe,darebin,-37.758466,145.005347
T20180019147,severe,hume,-37.616095,144.947311
T20180019139,severe,melbourne,-37.812726,144.972158
T20180019130,severe,hume,-37.579414,144.71908
T20180019159,severe,manningham,-37.786581,145.13991
T20180019165,severe,boroondara,-37.78262,145.088231
T20180020266,severe,casey,-38.02709,145.312685
T20180020460,severe,brimbank,-37.74423,144.78835
T20180019173,severe,stonnington,-37.83568,145.025799
T20180019410,severe,whitehorse,-37.822285,145.114007
T20180019793,severe,casey,-38.202935,145.235147
T20180019137,severe,moreland,-37.77496,144.971141
T20180019175,severe,stonnington,-37.853321,144.993096
T20180019180,severe,melbourne,-37.81793,144.9658
T20180019183,severe,maribyrnong,-37.803522,144.89383
T20180019192,severe,kingston,-37.97473,145.06233
T20180019217,severe,port phillip,-37.887112,144.984018
T20180019218,severe,stonnington,-37.830633,144.987845
T20180019221,severe,whitehorse,-37.82363,145.137603
T20180019222,severe,casey,-37.972474,145.237489
T20180019223,severe,manningham,-37.76524,145.198549
T20180019227,severe,casey,-38.00321,145.249226
T20180019231,severe,manningham,-37.748559,145.186181
T20180019233,severe,moreland,-37.707662,144.97068
T20180019234,severe,hume,-37.707,144.88593
T20180019236,severe,whitehorse,-37.85555,145.169153
T20180019254,severe,melbourne,-37.792579,144.971349
T20180019255,severe,brimbank,-37.793361,144.840088
T20180019260,severe,manningham,-37.765962,145.172133
T20180019261,severe,boroondara,-37.813648,145.027884
T20180019349,severe,casey,-38.026142,145.366707
T20180019351,severe,moonee valley,-37.733696,144.884681
T20190002518,severe,melbourne,-37.838679,144.915392
T20180019942,severe,melbourne,-37.81601,144.972382
T20180024193,severe,stonnington,-37.846359,144.99022
T20180019310,severe,kingston,-38.051715,145.115661
T20180019265,severe,casey,-38.005481,145.273504
T20180021009,severe,brimbank,-37.727401,144.78068
T20180019269,severe,melbourne,-37.816838,144.987981
T20180019273,severe,hume,-37.63808,144.950309
T20180019274,severe,manningham,-37.776419,145.166082
T20180019281,severe,yarra,-37.827237,145.01718
T20180019288,severe,melbourne,-37.780269,144.912089
T20180019292,severe,manningham,-37.767397,145.104594
T20180019301,severe,brimbank,-37.761462,144.821437
T20180019303,severe,brimbank,-37.806766,144.753113
T20180019309,severe,casey,-38.11988,145.320608
T20180019312,severe,casey,-38.116714,145.311099
T20180019314,severe,yarra,-37.808851,144.983812
T20180019317,severe,moreland,-37.767771,144.9689
T20180019852,severe,melbourne,-37.810179,144.961829
T20180019378,severe,yarra,-37.794078,144.985112
T20180020506,severe,melbourne,-37.810574,144.964281
T20180019392,severe,stonnington,-37.865924,145.056919
T20180019394,severe,hume,-37.683263,144.919945
T20180019436,severe,kingston,-38.0108,145.140791
T20180019535,severe,boroondara,-37.808729,145.046899
T20180019433,severe,casey,-37.952662,145.250544
T20180019432,severe,whitehorse,-37.797761,145.142192
T20180019448,severe,melbourne,-37.801685,144.9164
T20180019446,severe,knox,-37.89907,145.23306
T20180019431,severe,moreland,-37.761439,144.96827
T20180019427,severe,moonee valley,-37.787489,144.929334
T20180019445,severe,brimbank,-37.707159,144.777985
T20180019416,severe,brimbank,-37.696609,144.778336
T20180019390,severe,knox,-37.889045,145.232881
T20180019412,severe,knox,-37.87697,145.284791
T20180019411,severe,whitehorse,-37.815783,145.105729
T20180019402,severe,cardinia,-38.079733,145.7454
T20180019618,severe,whitehorse,-37.813138,145.120115
T20180019520,severe,boroondara,-37.829674,145.042149
T20180019528,severe,kingston,-37.966235,145.062513
T20180019534,severe,yarra,-37.818539,144.9986
T20180019539,severe,casey,-38.102369,145.26674
T20180020007,severe,melbourne,-37.80408,144.969394
T20180019469,severe,casey,-38.008687,145.27859
T20180024176,severe,monash,-37.911424,145.122296
T20180019493,severe,melbourne,-37.809125,144.956061
T20180019484,severe,brimbank,-37.72048,144.83708
T20180019486,severe,manningham,-37.797967,145.160243
T20180019460,severe,boroondara,-37.807481,145.028883
T20180019461,severe,moonee valley,-37.748942,144.925148
T20180019499,severe,melbourne,-37.791816,144.961302
T20180019462,severe,boroondara,-37.79665,145.063332
T20180019506,severe,knox,-37.859699,145.207204
T20180019513,severe,casey,-38.118651,145.250653
T20180019450,severe,darebin,-37.718139,145.010228
T20180019548,severe,melbourne,-37.829382,144.920581
T20180019517,severe,manningham,-37.788682,145.158048
T20180019596,severe,kingston,-37.95552,145.066838
T20180019543,severe,moonee valley,-37.767998,144.93106
T20180019613,severe,port phillip,-37.847939,144.952885
T20180020690,severe,kingston,-37.950245,145.114848
T20180019538,severe,hume,-37.658879,144.914725
T20180019570,severe,melbourne,-37.82237,144.96318
T20180019563,severe,maribyrnong,-37.81338,144.86138
T20180019564,severe,casey,-37.987241,145.235342
T20180019568,severe,moreland,-37.745709,144.972315
T20180023781,severe,kingston,-37.947074,145.057769
T20180019507,severe,moreland,-37.74663,144.965667
T20180019532,severe,hume,-37.68637,144.92874
T20180019573,severe,boroondara,-37.832311,145.033571
T20180019512,severe,kingston,-37.966551,145.055481
T20180019580,severe,casey,-38.134746,145.334521
T20180019562,severe,brimbank,-37.72814,144.805895
T20180019575,severe,boroondara,-37.84028,145.055012
T20180019556,severe,knox,-37.93311,145.24126
T20180019557,severe,melbourne,-37.830103,144.966261
T20180019607,severe,moreland,-37.739711,144.95038
T20180019610,severe,melbourne,-37.821847,144.95219
T20180019622,severe,casey,-38.10654,145.272276
T20180019624,severe,hume,-37.673798,144.930776
T20180019628,severe,casey,-38.042573,145.336428
T20180019631,severe,monash,-37.913914,145.124384
T20180019632,severe,hume,-37.698131,144.897241
T20180019650,severe,yarra,-37.779338,144.970519
T20180019683,severe,melbourne,-37.819232,144.953591
T20180019658,severe,monash,-37.876092,145.128997
T20180019584,severe,monash,-37.917609,145.15161
T20180019593,severe,kingston,-37.947248,145.059098
T20180021977,severe,melbourne,-37.800755,144.969942
T20180019598,severe,brimbank,-37.761066,144.818021
T20180019684,severe,hume,-37.675854,144.928449
T20180019680,severe,monash,-37.914069,145.105713
T20180019676,severe,melbourne,-37.80021,144.94398
T20180019675,severe,moreland,-37.714581,144.917617
T20180019673,severe,hume,-37.585779,144.719625
T20180019669,severe,manningham,-37.776407,145.118319
T20180019666,severe,hume,-37.677339,144.910443
T20180019662,severe,darebin,-37.719357,145.021275
T20180019661,severe,moreland,-37.721301,144.963292
T20180019655,severe,monash,-37.901849,145.157386
T20180019727,severe,melbourne,-37.784534,144.95696
T20180019718,severe,monash,-37.90689,145.189058
T20180019710,severe,moreland,-37.770297,144.951011
T20180019707,severe,port phillip,-37.85786,144.9831
T20180019704,severe,moreland,-37.755681,144.965995
T20180019746,severe,darebin,-37.705804,145.003326
T20180019750,severe,port phillip,-37.86045,144.984092
T20180019702,severe,hume,-37.701079,144.83938
T20180019695,severe,monash,-37.883623,145.11813
T20180019694,severe,brimbank,-37.777753,144.834199
T20180019692,severe,casey,-38.07313,145.32456
T20180019686,severe,monash,-37.86776,145.14924
T20180019737,severe,kingston,-38.07118,145.121248
T20180019776,fatal,monash,-37.919029,145.134171
T20180019731,severe,darebin,-37.714331,145.038732
T20180019766,severe,kingston,-38.02676,145.101549
T20180019763,severe,moreland,-37.71937,144.951501
T20180019773,severe,monash,-37.86488,145.168691
T20180019753,severe,maribyrnong,-37.781667,144.855451
T20180019914,severe,darebin,-37.767377,144.991427
T20180019765,severe,whitehorse,-37.81883,145.193872
T20180019775,severe,casey,-38.027,145.310308
T20180019794,severe,brimbank,-37.813333,144.787598
T20180019795,severe,monash,-37.905744,145.179939
T20180019804,severe,manningham,-37.760456,145.141551
T20180019805,severe,casey,-38.030871,145.343979
T20180019808,severe,hume,-37.535788,144.90668
T20180019791,severe,casey,-38.173727,145.262671
T20180020403,severe,yarra,-37.826184,145.002442
T20180019854,severe,casey,-37.991159,145.303743
T20180019850,severe,darebin,-37.747173,145.021815
T20180019848,severe,brimbank,-37.79112,144.79861
T20180019840,severe,moreland,-37.75667,144.974868
T20180019838,severe,melbourne,-37.788515,144.969026
T20180019837,severe,whitehorse,-37.82889,145.12314
T20180022895,severe,knox,-37.838625,145.271083
T20180019898,severe,melbourne,-37.781726,144.959585
T20180019865,severe,manningham,-37.77396,145.114269
T20180020714,severe,melbourne,-37.794506,144.958034
T20180019827,severe,yarra,-37.781876,145.025038
T20180019839,severe,casey,-38.028741,145.321669
T20180019789,severe,port phillip,-37.858922,144.978811
T20180019945,severe,darebin,-37.730589,145.003079
T20180021187,severe,brimbank,-37.719638,144.770705
T20180019995,severe,melbourne,-37.799739,144.957751
T20180019856,severe,yarra,-37.792739,144.988432
T20180019866,severe,cardinia,-37.917484,145.47229
T20180019871,severe,knox,-37.875672,145.242861
T20180019873,severe,knox,-37.92765,145.240621
T20180019875,severe,melbourne,-37.82327,144.989072
T20180019894,severe,boroondara,-37.832903,145.070107
T20180019904,severe,cardinia,-37.99401,145.553328
T20180019918,severe,boroondara,-37.82971,145.035398
T20180020391,severe,melbourne,-37.789404,144.942166
T20180020176,severe,kingston,-38.004191,145.084923
T20180019985,severe,port phillip,-37.834069,144.947163
T20190000832,severe,hume,-37.689304,144.955259
T20180019956,severe,casey,-38.043836,145.340451
T20180019960,severe,darebin,-37.738764,145.011059
T20180019977,severe,brimbank,-37.726287,144.770551
T20180019935,severe,melbourne,-37.787459,144.921309
T20180019944,severe,casey,-38.091977,145.257951
T20180019940,severe,hume,-37.643824,144.928891
T20180019964,severe,cardinia,-38.051439,145.374871
T20180020008,severe,maribyrnong,-37.763828,144.890673
T20190004471,severe,yarra,-37.818334,144.996899
T20180019937,severe,cardinia,-37.909753,145.478582
T20180019941,severe,port phillip,-37.82906,144.96332
T20180019952,severe,moreland,-37.704345,144.916864
T20180019923,severe,stonnington,-37.857504,144.99229
T20180020161,severe,casey,-38.002941,145.247
