ACCIDENT_NO,SEVERITY,LGA_NAME,LATITUDE,LONGITUDE
T20120002828,severe,darebin,-37.7458,144.994273
T20120002977,severe,moreland,-37.735152,144.977638
T20120002939,fatal,kingston,-37.955391,145.113885
T20120002941,severe,monash,-37.91372,145.11964
T20120002952,severe,casey,-38.002662,145.31691
T20120002959,severe,knox,-37.93571,145.23153
T20120002960,severe,moreland,-37.759316,144.950326
T20120003172,severe,yarra,-37.818334,144.996899
T20120002968,severe,cardinia,-37.936337,145.583905
T20120003164,severe,monash,-37.916599,145.1436
T20120002900,severe,boroondara,-37.824689,145.086734
T20120002903,severe,melbourne,-37.817844,144.956394
T20120002906,severe,melbourne,-37.796495,144.972421
T20120002907,severe,hume,-37.65204,144.930229
T20120002908,severe,boroondara,-37.791324,145.02005
T20120002911,severe,whitehorse,-37.835028,145.135489
T20120003008,severe,hume,-37.652301,144.930063
T20120002978,severe,melbourne,-37.812736,144.956886
T20120002917,severe,melbourne,-37.836218,144.975538
T20120002918,severe,port phillip,-37.871795,144.989446
T20120002980,severe,cardinia,-38.06758,145.46937
T20120002921,severe,port phillip,-37.840303,144.933189
T20120002937,severe,monash,-37.913152,145.187925
T20120002923,severe,whitehorse,-37.83841,145.19817
T20120002999,severe,casey,-38.038626,145.286731
T20120002927,severe,maribyrnong,-37.810747,144.865223
T20120002926,severe,stonnington,-37.84734,144.994053
T20120004031,severe,knox,-37.85482,145.28606
T20120002988,severe,monash,-37.886692,145.176877
T20120002993,severe,brimbank,-37.778834,144.843878
T20120003003,severe,monash,-37.920997,145.181081
T20120003007,severe,stonnington,-37.87357,145.06603
T20120003019,severe,yarra,-37.791919,145.01239
T20120003211,severe,stonnington,-37.840017,144.999938
T20120003024,severe,melbourne,-37.816748,144.987741
T20120003026,severe,port phillip,-37.868366,144.99035
T20120003030,severe,yarra,-37.808727,144.982587
T20120003267,severe,brimbank,-37.737313,144.771506
T20120003031,severe,manningham,-37.764742,145.109554
T20120003035,severe,moreland,-37.768856,144.961816
T20120003037,severe,darebin,-37.759318,144.99837
T20120003041,severe,brimbank,-37.695317,144.801889
T20120003044,severe,brimbank,-37.721529,144.841682
T20120002986,severe,manningham,-37.738383,145.258694
T20120003053,severe,knox,-37.893455,145.23272
T20120002987,severe,hume,-37.585672,144.919088
T20120003062,severe,melbourne,-37.79976,144.95517
T20120003546,severe,melbourne,-37.8091,144.973878
T20120003072,severe,melbourne,-37.796788,144.975078
T20120003714,severe,knox,-37.913255,145.264898
T20120003077,severe,moonee valley,-37.772704,144.926906
T20120003081,severe,moonee valley,-37.769458,144.865084
T20120003083,severe,casey,-38.071797,145.297831
T20120003115,severe,darebin,-37.771601,145.018213
T20120007366,severe,yarra,-37.79849,144.993196
T20120003175,severe,brimbank,-37.787474,144.817987
T20120003156,severe,melbourne,-37.80806,144.960319
T20120003228,severe,stonnington,-37.846864,144.994132
T20120003466,severe,yarra,-37.79348,144.978185
T20120003169,severe,boroondara,-37.794683,145.031159
T20120003170,severe,boroondara,-37.803769,145.05466
T20120003154,severe,melbourne,-37.82476,144.970791
T20120006600,severe,boroondara,-37.842513,145.069453
T20120014183,severe,moreland,-37.71886,144.962998
T20120005412,severe,monash,-37.916148,145.140144
T20120003176,severe,whitehorse,-37.816027,145.202045
T20120003088,severe,knox,-37.900939,145.28777
T20120003113,severe,port phillip,-37.837375,144.962792
T20120003157,severe,brimbank,-37.744419,144.80148
T20120003158,severe,kingston,-37.976821,145.110934
T20120003445,severe,knox,-37.847408,145.230599
T20120003188,severe,kingston,-37.95567,145.076306
T20120003139,severe,casey,-38.061566,145.369671
T20120003177,severe,yarra,-37.779065,144.987487
T20120004580,severe,monash,-37.883125,145.113892
T20120016028,severe,knox,-37.837995,145.280187
T20120003179,severe,boroondara,-37.784374,145.0639
T20120003181,severe,moreland,-37.718951,144.920306
T20120003186,severe,casey,-38.00646,145.273311
T20120003131,severe,moreland,-37.706033,144.926349
T20120008968,severe,port phillip,-37.86065,144.975892
T20120003256,severe,yarra,-37.823335,145.00601
T20120003187,severe,brimbank,-37.701112,144.81128
T20120003259,severe,brimbank,-37.798904,144.799619
T20120003275,severe,casey,-38.039609,145.360339
T20120003305,severe,boroondara,-37.793422,145.094236
T20120003423,severe,whitehorse,-37.80882,145.140616
T20120003206,severe,port phillip,-37.853429,144.980496
T20120003253,severe,yarra,-37.82969,145.012699
T20120003233,severe,casey,-38.004219,145.257599
T20120003258,severe,casey,-38.045737,145.341066
T20120003313,severe,melbourne,-37.795051,144.946879
T20120003309,severe,brimbank,-37.695237,144.770611
T20120003314,severe,maribyrnong,-37.797827,144.900291
T20120003440,severe,melbourne,-37.810777,144.976041
T20120003987,severe,moreland,-37.744889,144.964729
T20120004287,severe,melbourne,-37.820684,144.956512
T20120004923,severe,casey,-38.031312,145.347887
T20120003266,severe,casey,-38.01255,145.347371
T20120003279,severe,moonee valley,-37.756287,144.91035
T20120003363,severe,hume,-37.68803,144.958071
T20120003476,severe,hume,-37.63066,144.79593
T20120003360,severe,yarra,-37.79729,144.980927
T20120003328,severe,monash,-37.909506,145.085235
T20120003326,severe,monash,-37.921689,145.174442
T20120003346,severe,brimbank,-37.726489,144.77236
T20120003317,severe,monash,-37.920396,145.174525
T20120003403,severe,stonnington,-37.83944,144.999519
T20120003399,severe,casey,-38.084479,145.295369
T20120003398,severe,cardinia,-37.91234,145.573991
T20120003396,severe,casey,-38.052218,145.254372
T20120003387,severe,brimbank,-37.770018,144.795456
T20120003385,severe,kingston,-38.027468,145.130672
T20120007059,severe,yarra,-37.802184,144.985259
T20120003512,severe,monash,-37.86248,145.119462
T20120003415,severe,maribyrnong,-37.789229,144.891388
T20120003409,severe,knox,-37.882924,145.296985
T20120003357,severe,moreland,-37.722156,144.951047
T20120003561,severe,boroondara,-37.813132,145.023512
T20120003447,severe,cardinia,-38.255727,145.591099
T20120014147,severe,monash,-37.856625,145.123461
T20120003528,severe,monash,-37.929132,145.16555
T20120003640,severe,casey,-37.984815,145.239967
T20120003496,severe,melbourne,-37.806291,144.949809
T20120003493,severe,darebin,-37.739617,145.018815
T20120003490,severe,casey,-37.99367,145.26095
T20120003486,severe,stonnington,-37.875351,145.042073
T20120003475,severe,darebin,-37.735326,145.022149
T20120003450,severe,boroondara,-37.80595,145.075814
T20120003449,severe,moreland,-37.760843,144.963193
T20120003432,severe,yarra,-37.828694,144.997392
T20120003425,severe,knox,-37.887656,145.294392
T20120014925,severe,yarra,-37.809611,144.991371
T20120003580,severe,melbourne,-37.805974,144.940171
T20120003503,severe,boroondara,-37.846939,145.082594
T20120003584,severe,casey,-38.00362,145.273949
T20120003581,severe,brimbank,-37.748969,144.834599
T20120007791,severe,melbourne,-37.82383,144.958431
T20120003579,severe,kingston,-37.9245,145.082351
T20120003575,severe,hume,-37.688482,144.94731
T20120003571,severe,casey,-38.075121,145.254401
T20120003567,severe,moonee valley,-37.772704,144.926906
T20120003566,severe,kingston,-37.985974,145.064748
T20120003564,severe,melbourne,-37.8171,144.96486
T20120003563,severe,monash,-37.906741,145.189087
T20120003556,severe,kingston,-37.984216,145.089566
T20120003931,severe,port phillip,-37.86065,144.975892
T20120003553,severe,maribyrnong,-37.796368,144.888589
T20120006205,severe,kingston,-37.998301,145.083797
T20120003540,severe,melbourne,-37.845975,144.979095
T20120004162,severe,melbourne,-37.834727,144.974923
T20120004981,severe,manningham,-37.777569,145.12299
T20120003538,severe,melbourne,-37.809182,144.961101
T20120003593,severe,monash,-37.916148,145.140144
T20120003601,severe,melbourne,-37.810261,144.966936
T20120003610,severe,yarra,-37.796773,144.97899
T20120003611,severe,brimbank,-37.69734,144.80513
T20120003639,severe,boroondara,-37.82246,145.058393
T20120003641,severe,maribyrnong,-37.784832,144.89826
T20120003643,severe,knox,-37.855463,145.275406
T20120003651,severe,yarra,-37.781876,145.025038
T20120003653,severe,brimbank,-37.764882,144.817632
T20120012260,severe,melbourne,-37.807971,144.960278
T20120004343,severe,cardinia,-38.06851,145.620215
T20120003684,severe,port phillip,-37.840474,144.961202
T20120003701,severe,melbourne,-37.79825,144.974827
T20120003785,severe,brimbank,-37.723441,144.843899
T20120003796,severe,melbourne,-37.795538,144.947532
T20120003592,severe,melbourne,-37.813192,144.943568
T20120004075,severe,casey,-38.038744,145.304741
T20120004222,severe,whitehorse,-37.807776,145.11669
T20120003662,severe,maribyrnong,-37.801826,144.866799
T20120003683,severe,brimbank,-37.724462,144.849708
T20120003686,severe,hume,-37.678101,144.919051
T20120003712,severe,casey,-38.05132,145.340107
T20120003724,severe,monash,-37.921873,145.186293
T20120003742,severe,manningham,-37.755531,145.09369
T20120003725,severe,yarra,-37.796514,144.987808
T20120003781,severe,darebin,-37.76245,144.999955
T20120003731,severe,melbourne,-37.816579,144.967032
T20120003732,severe,whitehorse,-37.83493,145.126334
T20120003808,severe,melbourne,-37.81413,144.985579
T20120003737,severe,whitehorse,-37.835899,145.156205
T20120004125,severe,stonnington,-37.83782,144.986628
T20120023537,severe,port phillip,-37.853733,144.970172
T20120003740,severe,casey,-37.98786,145.23939
T20120025401,severe,melbourne,-37.810317,144.961359
T20120003743,severe,brimbank,-37.79266,144.76441
T20120003746,severe,moreland,-37.770238,144.95053
T20120003750,severe,kingston,-38.046316,145.123145
T20120003760,severe,moonee valley,-37.772051,144.9191
T20120003765,severe,boroondara,-37.863668,145.093236
T20120003771,severe,yarra,-37.831643,144.99715
T20120005258,severe,yarra,-37.77927,144.98731
T20120008420,severe,melbourne,-37.826516,144.966259
T20120003905,severe,port phillip,-37.864098,144.981779
T20120003758,severe,monash,-37.87844,145.164112
T20120005987,severe,moreland,-37.692015,144.95898
T20120006857,severe,port phillip,-37.853266,144.98175
T20120003998,severe,yarra,-37.819504,145.008292
T20120004454,severe,stonnington,-37.831673,144.988879
T20120006993,severe,casey,-37.974217,145.252684
T20120004767,severe,kingston,-38.004841,145.104444
T20120003704,severe,port phillip,-37.886251,144.982589
T20120003698,severe,maribyrnong,-37.821524,144.893412
T20120003692,fatal,darebin,-37.754433,145.020618
T20120003800,severe,whitehorse,-37.853292,145.156029
T20120003844,severe,casey,-38.108886,145.290711
T20120003845,severe,melbourne,-37.827491,144.95266
T20120004207,severe,hume,-37.691495,144.891711
T20120003814,severe,kingston,-38.005848,145.082528
T20120004288,severe,melbourne,-37.77891,144.960122
T20120003876,severe,casey,-38.01646,145.308684
T20120003853,severe,boroondara,-37.78613,145.06208
T20120003863,severe,stonnington,-37.848103,145.003186
T20120003864,severe,casey,-37.976368,145.270624
T20120003823,severe,melbourne,-37.817862,144.966034
T20120004102,severe,port phillip,-37.861336,144.974734
T20120004720,severe,boroondara,-37.79341,145.070292
T20120003869,severe,hume,-37.61294,144.92373
T20120003875,severe,melbourne,-37.836218,144.975538
T20120003826,severe,kingston,-37.936549,145.098729
T20120003836,severe,brimbank,-37.741957,144.779362
T20120005074,severe,melbourne,-37.833982,144.981269
T20120004002,severe,hume,-37.563476,144.705292
T20120004891,severe,whitehorse,-37.822285,145.114007
T20120003976,severe,darebin,-37.76888,144.99151
T20120003962,severe,casey,-38.020172,145.3458
T20120003955,severe,hume,-37.63602,144.92318
T20120003948,severe,casey,-38.031185,145.347041
T20120003920,severe,moonee valley,-37.76597,144.905593
T20120003908,severe,boroondara,-37.797663,145.084276
T20120003904,fatal,casey,-38.00728,145.251423
T20120003901,severe,manningham,-37.773474,145.143581
T20120003889,severe,kingston,-38.049749,145.115213
T20120003884,severe,casey,-37.990372,145.249271
T20120004080,severe,maribyrnong,-37.780202,144.85619
T20120004175,severe,hume,-37.684662,144.915939
T20120004047,severe,casey,-38.077695,145.239726
T20120004045,severe,knox,-37.850358,145.276901
T20120020510,severe,moreland,-37.739904,144.952306
T20120004041,severe,stonnington,-37.857504,144.99229
T20120003983,severe,kingston,-37.957655,145.113482
T20120003989,severe,melbourne,-37.802699,144.957853
T20120004039,severe,darebin,-37.76848,145.027014
T20120004025,severe,port phillip,-37.869891,144.980697
T20120004033,severe,manningham,-37.79129,145.125573
T20120004005,severe,hume,-37.592017,144.941736
T20120004083,severe,hume,-37.653377,144.893981
T20120004983,severe,yarra,-37.78157,144.97017
T20120004107,severe,hume,-37.681885,144.910335
T20120004072,severe,melbourne,-37.829898,144.899012
T20120004534,severe,moreland,-37.77383,144.960979
T20120004095,severe,knox,-37.842567,145.270462
T20120004086,severe,whitehorse,-37.815615,145.139419
T20120004081,severe,boroondara,-37.835052,145.061056
T20120004063,severe,melbourne,-37.810727,144.975585
T20120004141,severe,hume,-37.667639,144.960892
T20120004473,severe,kingston,-38.005446,145.085557
T20120005670,severe,casey,-37.97823,145.239472
T20120015560,severe,maribyrnong,-37.805137,144.904243
T20120004153,severe,casey,-38.051019,145.270558
T20120004131,severe,port phillip,-37.864529,144.981701
T20120004127,severe,monash,-37.902064,145.149759
T20120004126,severe,knox,-37.883261,145.284429
T20120004119,severe,moonee valley,-37.763123,144.930224
T20120004113,severe,casey,-38.011596,145.322587
T20120004874,severe,whitehorse,-37.813671,145.210122
T20120004284,severe,brimbank,-37.79062,144.843874
T20120004900,severe,whitehorse,-37.83112,145.148513
T20120004217,severe,whitehorse,-37.800789,145.15422
T20120005463,severe,brimbank,-37.790022,144.819411
T20120004190,severe,stonnington,-37.85266,145.05255
T20120004179,severe,casey,-38.105477,145.282011
T20120004244,severe,cardinia,-37.96216,145.505043
T20120004224,severe,brimbank,-37.693472,144.75565
T20120004992,severe,port phillip,-37.86569,144.981492
T20120004255,severe,moreland,-37.768136,144.972308
T20120011277,severe,manningham,-37.788185,145.106004
T20120004225,severe,boroondara,-37.828483,145.059742
T20120004226,severe,whitehorse,-37.800928,145.1574
T20120004149,severe,stonnington,-37.84373,145.022751
T20120004248,severe,monash,-37.887982,145.15597
T20120004251,severe,yarra,-37.799475,144.989281
T20120004256,severe,melbourne,-37.825585,144.942199
T20120004273,severe,moonee valley,-37.72596,144.890702
T20120004282,severe,hume,-37.658389,144.883352
T20120004299,severe,moonee valley,-37.734474,144.907783
T20120004300,severe,manningham,-37.7623,145.083228
T20120004309,severe,brimbank,-37.771601,144.829735
T20120004314,severe,moreland,-37.731866,144.983585
T20120004316,severe,manningham,-37.78612,145.124781
T20120004318,severe,manningham,-37.794312,145.16797
T20120004320,severe,whitehorse,-37.808161,145.140732
T20120004326,severe,moonee valley,-37.7349,144.924971
T20120004363,severe,knox,-37.885951,145.266728
T20120004373,severe,kingston,-38.029369,145.132032
T20120004441,severe,stonnington,-37.867117,145.039521
T20120004731,severe,moreland,-37.723909,144.950765
T20120005017,severe,kingston,-38.027983,145.1312
T20120005052,severe,stonnington,-37.841608,145.01328
T20120009830,severe,darebin,-37.771404,145.023809
T20120010137,severe,monash,-37.892396,145.130519
T20120010701,severe,melbourne,-37.80555,144.963087
T20120004237,severe,moreland,-37.767347,144.980231
T20120004243,severe,boroondara,-37.804099,145.029367
T20120004337,severe,monash,-37.908198,145.16056
T20120004332,severe,boroondara,-37.808363,145.0438
T20120004490,severe,casey,-38.109372,145.252399
T20120004364,severe,monash,-37.92955,145.141978
T20120004358,severe,yarra,-37.806556,144.985201
T20120004398,severe,moonee valley,-37.756075,144.908432
T20120004395,severe,brimbank,-37.699601,144.79206
T20120005552,severe,darebin,-37.706974,145.027837
T20120004327,severe,moreland,-37.691708,144.96423
T20120004353,severe,yarra,-37.789731,144.979927
T20120004464,severe,moreland,-37.770473,144.952449
T20120004437,severe,yarra,-37.795364,144.978968
T20120004350,severe,kingston,-37.989563,145.107455
